publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Science & Sports","0765-1597","",1986-07-01,1,2,2013-12-31,,,"http://www.sciencedirect.com/science/journal/07651597",,"","","","",""
"Science of Computer Programming","0167-6423","",1981-10-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01676423",,"","","","",""
"Science of The Total Environment","0048-9697","",1972-05-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00489697",,"","","","",""
"Scientia Horticulturae","0304-4238","",1973-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/03044238",,"","","","",""
"Scientia Iranica","1026-3098","",2011-02-01,18,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10263098",,"","","","",""
"Screening","0925-6164","",1992-01-01,1,1,1996-05-01,4,4,"http://www.sciencedirect.com/science/journal/09256164",,"","","","Merged:Early Human Development ",""
"Scripta Materialia","1359-6462","",1996-01-01,34,1,2013-12-31,68,12,"http://www.sciencedirect.com/science/journal/13596462",,"","","","Previously:Scripta Metallurgica et Materialia Incorporating:Nanostructured Materials ",""
"Scripta Metallurgica","0036-9748","",1967-10-01,1,1,1989-12-01,23,12,"http://www.sciencedirect.com/science/journal/00369748",,"","","","Now:Scripta Metallurgica et Materialia ",""
"Scripta Metallurgica et Materialia","0956-716X","",1990-01-01,24,1,1995-12-15,33,12,"http://www.sciencedirect.com/science/journal/0956716X",,"","","","Previously:Scripta Metallurgica Now:Scripta Materialia ",""
"Sealing Technology","1350-4789","",1994-01-01,1994,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/13504789",,"","","","",""
"Sedimentary Geology","0037-0738","",1967-01-01,1,,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00370738",,"","","","",""
"Seizure","1059-1311","",1992-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10591311",,"","","","",""
"SEMERGEN - Medicina de Familia","1138-3593","",2000-01-01,26,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/11383593",,"","","","",""
"Seminarios de la Fundación Española de Reumatología","1577-3566","",2005-03-01,6,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/15773566",,"","","","",""
"Seminars in Anesthesia, Perioperative Medicine and Pain","0277-0326","",1995-03-01,14,1,2007-12-01,26,4,"http://www.sciencedirect.com/science/journal/02770326",,"","","","Merged:Journal of Critical Care ",""
"Seminars in Arthritis and Rheumatism","0049-0172","",1971-05-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00490172",,"","","","",""
"Seminars in Arthroplasty","1045-4527","",2003-07-01,14,3,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10454527",,"","","","",""
"Seminars in Avian and Exotic Pet Medicine","1055-937X","",1995-01-01,4,1,2005-10-01,14,4,"http://www.sciencedirect.com/science/journal/1055937X",,"","","","Now:Journal of Exotic Pet Medicine ",""
"Seminars in Breast Disease","1092-4450","",2003-09-01,6,3,2008-12-01,11,4,"http://www.sciencedirect.com/science/journal/10924450",,"","","","Ceased:2009  ",""
"Seminars in Cancer Biology","1044-579X","",1995-02-01,6,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/1044579X",,"","","","",""
"Seminars in Cell & Developmental Biology","1084-9521","",1996-02-01,7,1,2013-12-31,24,3,"http://www.sciencedirect.com/science/journal/10849521",,"","","","Previously:Seminars in Cell Biology Incorporating:Seminars in Developmental Biology ",""
"Seminars in Cell Biology","1043-4682","",1992-02-01,3,1,1995-12-01,6,6,"http://www.sciencedirect.com/science/journal/10434682",,"","","","Now:Seminars in Cell & Developmental Biology ",""
"Seminars in Cerebrovascular Diseases and Stroke","1528-9931","",2001-03-01,1,1,2005-09-01,5,3,"http://www.sciencedirect.com/science/journal/15289931",,"","","","Ceased:2006  ",""
"Seminars in Colon and Rectal Surgery","1043-1489","",2003-06-01,14,2,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10431489",,"","","","",""
"Seminars in Cutaneous Medicine and Surgery","1085-5629","",1996-09-01,15,3,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10855629",,"","","","",""
"Seminars in Developmental Biology","1044-5781","",1993-02-01,4,1,1995-12-01,6,6,"http://www.sciencedirect.com/science/journal/10445781",,"","","","Merged:Seminars in Cell & Developmental Biology ",""
"Seminars in Diagnostic Pathology","0740-2570","",2003-05-01,20,2,2013-12-31,,,"http://www.sciencedirect.com/science/journal/07402570",,"","","","",""
"Seminars in Fetal and Neonatal Medicine","1744-165X","",2004-10-01,9,5,2013-12-31,18,2,"http://www.sciencedirect.com/science/journal/1744165X",,"","","","Previously:Seminars in Neonatology ",""
"Seminars in Hematology","0037-1963","",2000-01-01,37,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00371963",,"","","","",""
"Seminars in Immunology","1044-5323","",1993-02-01,5,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10445323",,"","","","",""
"Seminars in Integrative Medicine","1543-1150","",2003-03-01,1,1,2005-12-01,3,4,"http://www.sciencedirect.com/science/journal/15431150",,"","","","Ceased:2006  ",""
"Seminars in Neonatology","1084-2756","",1996-02-01,1,1,2004-08-01,9,4,"http://www.sciencedirect.com/science/journal/10842756",,"","","","Now:Seminars in Fetal and Neonatal Medicine ",""
"Seminars in Nephrology","0270-9295","",2003-03-01,23,2,2013-12-31,,,"http://www.sciencedirect.com/science/journal/02709295",,"","","","",""
"Seminars in Neuroscience","1044-5765","",1991-02-01,3,1,1998-05-01,9,5,"http://www.sciencedirect.com/science/journal/10445765",,"","","","Ceased:1998  ",""
"Seminars in Nuclear Medicine","0001-2998","",1971-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00012998",,"","","","",""
"Seminars in Oncology","0093-7754","",2001-02-01,28,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00937754",,"","","","",""
"Seminars in Oncology Nursing","0749-2081","",1985-02-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/07492081",,"","","","",""
"Seminars in Orthodontics","1073-8746","",1995-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10738746",,"","","","",""
"Seminars in Pain Medicine","1537-5897","",2003-03-01,1,1,2005-03-01,3,1,"http://www.sciencedirect.com/science/journal/15375897",,"","","","Ceased:2006  ",""
"Seminars in Pediatric Infectious Diseases","1045-1870","",1995-01-01,6,1,2006-10-01,17,4,"http://www.sciencedirect.com/science/journal/10451870",,"","","","Ceased:2007  ",""
"Seminars in Pediatric Neurology","1071-9091","",1995-03-01,2,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10719091",,"","","","",""
"Seminars in Pediatric Surgery","1055-8586","",2003-02-01,12,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10558586",,"","","","",""
"Seminars in Perinatology","0146-0005","",1995-02-01,19,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01460005",,"","","","",""
"Seminars in Radiation Oncology","1053-4296","",1991-10-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10534296",,"","","","",""
"Seminars in Roentgenology","0037-198X","",1966-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0037198X",,"","","","",""
"Seminars in Spine Surgery","1040-7383","",2003-12-01,15,4,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10407383",,"","","","",""
"Seminars in Thoracic and Cardiovascular Surgery","1043-0679","",2003-01-01,15,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10430679",,"","","","",""
"Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual","1092-9126","",2004-01-01,7,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10929126",,"","","","",""
"Seminars in Ultrasound, CT and MRI","0887-2171","",1993-02-01,14,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/08872171",,"","","","",""
"Seminars in Vascular Surgery","0895-7967","",2002-03-01,15,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/08957967",,"","","","",""
"Seminars in Virology","1044-5773","",1993-02-01,4,1,1998-08-01,8,6,"http://www.sciencedirect.com/science/journal/10445773",,"","","","Ceased:1998  ",""
"Sensors and Actuators","0250-6874","",1981-01-01,1,,1989-12-01,20,3,"http://www.sciencedirect.com/science/journal/02506874",,"","","","Now:Sensors and Actuators A:Physical and  Sensors and Actuators B:Chemical ",""
"Sensors and Actuators A: Physical","0924-4247","",1989-06-01,22,1,2013-12-31,196,,"http://www.sciencedirect.com/science/journal/09244247",,"","","","Previously part of:Sensors and Actuators ",""
"Sensors and Actuators B: Chemical","0925-4005","",1990-01-01,1,1,2013-12-31,182,,"http://www.sciencedirect.com/science/journal/09254005",,"","","","Previously part of:Sensors and Actuators ",""
"Separation and Purification Technology","1383-5866","",1997-05-19,11,1,2013-12-31,111,,"http://www.sciencedirect.com/science/journal/13835866",,"","","","Incorporating:Gas Separation & Purification and Separations Technology ",""
"Separations Technology","0956-9618","",1990-01-01,1,1,1996-10-01,6,4,"http://www.sciencedirect.com/science/journal/09569618",,"","","","Merged:Separation and Purification Technology ",""
"Serials Review","0098-7913","",1975-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00987913",,"","","","",""
"Serodiagnosis and Immunotherapy in Infectious Disease","0888-0786","",1987-02-01,1,1,1997-01-01,8,3,"http://www.sciencedirect.com/science/journal/08880786",,"","","","Now:Opportunistic Pathogens ",""
"Sexologies","1158-1360","",2006-01-01,15,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/11581360",,"","","","",""
"Sexual & Reproductive Healthcare","1877-5756","",2010-02-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/18775756",,"","","","",""
"Sexuality, Reproduction and Menopause","1546-2501","",2003-10-01,1,1,2006-10-01,4,2,"http://www.sciencedirect.com/science/journal/15462501",,"","","","Transfer out:Dowden Health Media 2007  ",""
"Signal Processing","0165-1684","",1979-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01651684",,"","","","",""
"Signal Processing: Image Communication","0923-5965","",1989-06-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/09235965",,"","","","",""
"Simulation Modelling Practice and Theory","1569-190X","",2002-10-15,10,1,2013-12-31,35,,"http://www.sciencedirect.com/science/journal/1569190X",,"","","","Previously:Simulation Practice and Theory ",""
"Simulation Practice and Theory","0928-4869","",1993-07-15,1,1,2002-05-15,9,6,"http://www.sciencedirect.com/science/journal/09284869",,"","","","Now:Simulation Modelling Practice and Theory ",""
"Singapore Dental Journal","0377-5291","",2010-06-01,31,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/03775291",,"","","","",""
"Sleep Medicine","1389-9457","",2000-02-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/13899457",,"","","","",""
"Sleep Medicine Clinics","1556-407X","",2006-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/1556407X",,"","","","",""
"Sleep Medicine Reviews","1087-0792","",1997-11-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10870792",,"","","","",""
"Small Ruminant Research","0921-4488","",1988-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/09214488",,"","","","",""
"Smart Materials Bulletin","1471-3918","",2000-10-01,2000,10,2002-12-01,2002,12,"http://www.sciencedirect.com/science/journal/14713918",,"","","","Ceased:2003  ",""
"Social Networks","0378-8733","",1978-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/03788733",,"","","","",""
"Social Science & Medicine","0277-9536","",1982-01-01,16,1,2013-12-31,88,,"http://www.sciencedirect.com/science/journal/02779536",,"","","","Incorporating:Social Science & Medicine. Part A:Medical Psychology & Medical Sociology,  Social Science & Medicine. Part B:Medical Anthropology,  Social Science & Medicine. Part C:Medical Economics,  Social Science & Medicine. Part D:Medical Geography,  Social Science & Medicine. Part E:Medical Psychology and  Social Science & Medicine. Part F:Medical and Social Ethics ",""
"Social Science & Medicine (1967)","0037-7856","",1967-04-01,1,1,1977-12-31,11,,"http://www.sciencedirect.com/science/journal/00377856",,"","","","Now:Social Science & Medicine. Part A:Medical Psychology & Medical Sociology,  Social Science & Medicine. Part B:Medical Anthropology,  Social Science & Medicine. Part C:Medical Economics and  Social Science & Medicine. Part D:Medical Geography ",""
"Social Science & Medicine. Part A: Medical Psychology & Medical Sociology","0271-7123","",1978-01-01,12,,1981-12-31,15,,"http://www.sciencedirect.com/science/journal/02717123",,"","","","Previously part of:Social Science & Medicine (1967) Merged:Social Science & Medicine ",""
"Social Science & Medicine. Part B: Medical Anthropology","0160-7987","",1978-01-01,12,,1981-12-31,15,,"http://www.sciencedirect.com/science/journal/01607987",,"","","","Previously part of:Social Science & Medicine (1967) Merged:Social Science & Medicine ",""
"Social Science & Medicine. Part C: Medical Economics","0160-7995","",1978-01-01,12,1,1981-12-31,15,,"http://www.sciencedirect.com/science/journal/01607995",,"","","","Previously part of:Social Science & Medicine (1967) Merged:Social Science & Medicine ",""
"Social Science & Medicine. Part D: Medical Geography","0160-8002","",1978-03-01,12,1,1981-12-31,15,,"http://www.sciencedirect.com/science/journal/01608002",,"","","","Previously part of:Social Science & Medicine (1967) Merged:Social Science & Medicine ",""
"Social Science & Medicine. Part E: Medical Psychology","0271-5384","",1981-02-01,15,1,1981-11-01,15,4,"http://www.sciencedirect.com/science/journal/02715384",,"","","","Merged:Social Science & Medicine ",""
"Social Science & Medicine. Part F: Medical and Social Ethics","0271-5392","",1981-03-01,15,1,1981-12-31,15,,"http://www.sciencedirect.com/science/journal/02715392",,"","","","Merged:Social Science & Medicine ",""
"Social Science Information Studies","0143-6236","",1980-10-01,1,1,1985-10-01,5,4,"http://www.sciencedirect.com/science/journal/01436236",,"","","","Now:International Journal of Information Management ",""
"Social Science Research","0049-089X","",1972-04-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0049089X",,"","","","",""
"Socio-Economic Planning Sciences","0038-0121","",1967-09-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00380121",,"","","","",""
"Sociologie du Travail","0038-0296","",1999-01-03,41,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00380296",,"","","","",""
"Soil and Tillage Research","0167-1987","",1980-01-01,1,,2013-12-31,131,,"http://www.sciencedirect.com/science/journal/01671987",,"","","","Incorporating:Soil Technology ",""
"Soil Biology and Biochemistry","0038-0717","",1969-04-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00380717",,"","","","",""
"Soil Dynamics and Earthquake Engineering","0267-7261","",1986-01-01,5,1,2013-12-31,51,,"http://www.sciencedirect.com/science/journal/02677261",,"","","","Previously:International Journal of Soil Dynamics and Earthquake Engineering ",""
"Soil Technology","0933-3630","",1988-03-01,1,1,1997-10-01,11,3,"http://www.sciencedirect.com/science/journal/09333630",,"","","","Merged:Soil and Tillage Research ",""
"Soils and Foundations","0038-0806","",2012-02-01,52,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00380806",,"","","","",""
"Solar & Wind Technology","0741-983X","",1984-01-01,1,1,1990-12-31,7,6,"http://www.sciencedirect.com/science/journal/0741983X",,"","","","Merged:Renewable Energy ",""
"Solar Cells","0379-6787","",1979-11-01,1,1,1991-12-01,31,6,"http://www.sciencedirect.com/science/journal/03796787",,"","","","Merged:Solar Energy Materials and Solar Cells ",""
"Solar Energy","0038-092X","",1957-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0038092X",,"","","","",""
"Solar Energy Materials","0165-1633","",1979-02-01,1,1,1991-12-02,24,1,"http://www.sciencedirect.com/science/journal/01651633",,"","","","Merged:Solar Energy Materials and Solar Cells ",""
"Solar Energy Materials and Solar Cells","0927-0248","",1992-01-01,25,1,2013-12-31,115,,"http://www.sciencedirect.com/science/journal/09270248",,"","","","Incorporating:Solar Cells and  Solar Energy Materials ",""
"Solid State Communications","0038-1098","",1963-06-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00381098",,"","","","",""
"Solid State Ionics","0167-2738","",1980-04-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01672738",,"","","","",""
"Solid State Nuclear Magnetic Resonance","0926-2040","",1992-02-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/09262040",,"","","","",""
"Solid State Sciences","1293-2558","",1998-01-01,2,1,2013-12-31,20,,"http://www.sciencedirect.com/science/journal/12932558",,"","","","Previously:European Journal of Solid State and Inorganic Chemistry Incorporating:International Journal of Inorganic Materials ",""
"Solid-State Electronics","0038-1101","",1960-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00381101",,"","","","",""
"South African Journal of Botany","0254-6299","",2006-02-01,72,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/02546299",,"","","","",""
"Space Policy","0265-9646","",1985-02-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/02659646",,"","","","",""
"Space Research Today","1752-9298","",2005-04-01,162,,2013-12-31,186,,"http://www.sciencedirect.com/science/journal/17529298",,"","","","Previously:COSPAR Information Bulletin ",""
"Spatial and Spatio-temporal Epidemiology","1877-5845","",2009-10-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/18775845",,"","","","",""
"Spatial Statistics","2211-6753","",2012-05-01,1,,2013-12-31,,,"http://www.sciencedirect.com/science/journal/22116753",,"","","","",""
"Spectrochimica Acta","0371-1951","",1939-01-01,1,,1966-12-01,22,12,"http://www.sciencedirect.com/science/journal/03711951",,"","","","Now:Spectrochimica Acta Part A:Molecular Spectroscopy and  Spectrochimica Acta Part B:Atomic Spectroscopy ",""
"Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy","1386-1425","",1995-01-01,51,1,2013-12-31,111,,"http://www.sciencedirect.com/science/journal/13861425",,"","","","Previously:Spectrochimica Acta Part A:Molecular Spectroscopy ",""
"Spectrochimica Acta Part A: Molecular Spectroscopy","0584-8539","",1967-01-01,23,1,1994-12-31,50,4,"http://www.sciencedirect.com/science/journal/05848539",,"","","","Previously part of:Spectrochimica Acta Now:Spectrochimica Acta Part A:Molecular and Biomolecular Spectroscopy ",""
"Spectrochimica Acta Part B: Atomic Spectroscopy","0584-8547","",1967-03-01,23,1,2013-12-31,82,,"http://www.sciencedirect.com/science/journal/05848547",,"","","","Previously part of:Spectrochimica Acta ",""
"Speech Communication","0167-6393","",1982-05-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01676393",,"","","","",""
"Spill Science & Technology Bulletin","1353-2561","",1994-09-01,1,1,2003-12-31,8,5,"http://www.sciencedirect.com/science/journal/13532561",,"","","","Ceased:2004  ",""
"Sport Management Review","1441-3523","",1998-11-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/14413523",,"","","","",""
"Sport-Orthopädie - Sport-Traumatologie - Sports Orthopaedics and Traumatology","0949-328X","",2007-04-12,23,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0949328X",,"","","","",""
"Statistical Methodology","1572-3127","",2004-12-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/15723127",,"","","","",""
"Statistics & Probability Letters","0167-7152","",1982-07-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01677152",,"","","","",""
"Stem Cell Research","1873-5061","",2007-10-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/18735061",,"","","","",""
"Steroids","0039-128X","",1963-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0039128X",,"","","","",""
"Stochastic Processes and their Applications","0304-4149","",1973-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/03044149",,"","","","",""
"Structural Change and Economic Dynamics","0954-349X","",1990-06-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0954349X",,"","","","",""
"Structural Safety","0167-4730","",1982-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01674730",,"","","","",""
"Studies in Communication Sciences","1424-4896","",2012-01-01,12,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/14244896",,"","","","",""
"Studies in Comparative Communism","0039-3592","",1968-07-01,1,1,1992-12-01,25,4,"http://www.sciencedirect.com/science/journal/00393592",,"","","","Previously:Communist Affairs Now:Communist and Post-Communist Studies ",""
"Studies in Educational Evaluation","0191-491X","",1975-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0191491X",,"","","","",""
"Studies in History and Philosophy of Science Part A","0039-3681","",1970-05-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00393681",,"","","","",""
"Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics","1355-2198","",1995-04-01,26,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/13552198",,"","","","",""
"Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences","1369-8486","",1998-03-01,29,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/13698486",,"","","","",""
"Superlattices and Microstructures","0749-6036","",1985-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/07496036",,"","","","",""
"Supportive Cancer Therapy","1543-2912","",2003-10-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/15432912",,"","","","",""
"Supramolecular Science","0968-5677","",1994-09-01,1,1,1998-10-01,5,5,"http://www.sciencedirect.com/science/journal/09685677",,"","","","Merged:Materials Science and Engineering:C ",""
"Surface and Coatings Technology","0257-8972","",1986-01-01,27,1,2013-12-31,224,,"http://www.sciencedirect.com/science/journal/02578972",,"","","","Previously:Surface Technology ",""
"Surface Science","0039-6028","",1964-01-01,1,1,2013-12-31,612,,"http://www.sciencedirect.com/science/journal/00396028",,"","","","Incorporating:Surface Science Letters ",""
"Surface Science Letters","0167-2584","",1980-01-01,91,1,1993-10-01,295,3,"http://www.sciencedirect.com/science/journal/01672584",,"","","","Merged:Surface Science ",""
"Surface Science Reports","0167-5729","",1981-06-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01675729",,"","","","",""
"Surface Technology","0376-4583","",1976-01-01,4,1,1985-12-01,26,4,"http://www.sciencedirect.com/science/journal/03764583",,"","","","Previously:Electrodeposition and Surface Treatment Now:Surface and Coatings Technology ",""
"Surgery","0039-6060","",1995-01-01,117,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00396060",,"","","","",""
"Surgery (Oxford)","0263-9319","",2002-03-01,20,3,2013-12-31,,,"http://www.sciencedirect.com/science/journal/02639319",,"","","","",""
"Surgery for Obesity and Related Diseases","1550-7289","",2005-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/15507289",,"","","","",""
"Surgical Clinics of North America","0039-6109","",1996-02-01,76,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00396109",,"","","","",""
"Surgical Neurology","0090-3019","",1981-01-01,15,1,2009-12-01,72,,"http://www.sciencedirect.com/science/journal/00903019",,"","","","Now:World Neurosurgery ",""
"Surgical Oncology","0960-7404","",1992-02-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/09607404",,"","","","",""
"Surgical Oncology Clinics of North America","1055-3207","",2002-01-01,11,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10553207",,"","","","",""
"Surgical Pathology Clinics","1875-9181","",2008-12-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/18759181",,"","","","",""
"Survey of Ophthalmology","0039-6257","",1975-01-01,20,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00396257",,"","","","",""
"Surveys in Operations Research and Management Science","1876-7354","",2011-01-01,16,1,2013-12-31,18,1,"http://www.sciencedirect.com/science/journal/18767354",,"","","","Previously:Handbooks in Operations Research and Management Science ",""
"Sustainable Cities and Society","2210-6707","",2011-02-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/22106707",,"","","","",""
"Sustainable Computing: Informatics and Systems","2210-5379","",2011-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/22105379",,"","","","",""
"Sustainable Energy Technologies and Assessments","2213-1388","",2013-03-01,1,,2013-12-31,,,"http://www.sciencedirect.com/science/journal/22131388",,"","","","",""
"Swarm and Evolutionary Computation","2210-6502","",2011-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/22106502",,"","","","",""
"Symposium (International) on Combustion","0082-0784","",1953-01-01,4,1,1998-12-31,27,2,"http://www.sciencedirect.com/science/journal/00820784",,"","","","Previously:Symposium on Combustion and Flame, and Explosion Phenomena Now:Proceedings of the Combustion Institute ",""
"Symposium on Combustion and Flame, and Explosion Phenomena","1062-2896","",1949-01-01,3,1,1949-12-31,3,1,"http://www.sciencedirect.com/science/journal/10622896",,"","","","Previously:Proceedings of the Symposium on Combustion Now:Symposium (International) on Combustion ",""
"Synthetic Metals","0379-6779","",1979-10-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/03796779",,"","","","",""
"System","0346-251X","",1973-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0346251X",,"","","","",""
"Systematic and Applied Microbiology","0723-2020","",1983-01-01,4,1,2013-12-31,36,3,"http://www.sciencedirect.com/science/journal/07232020",,"","","","Previously:Zentralblatt für Bakteriologie Mikrobiologie und Hygiene:I. Abt. Originale C:Allgemeine, angewandte und ökologische Mikrobiologie ",""
"Systems & Control Letters","0167-6911","",1981-07-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/01676911",,"","","","",""
"Systems Engineering - Theory & Practice","1874-8651","",2007-01-01,27,1,2009-12-01,29,12,"http://www.sciencedirect.com/science/journal/18748651",,"","","","Ceased:2010  ",""
"Systems Engineering Procedia","2211-3819","",2011-01-01,1,,2013-12-31,,,"http://www.sciencedirect.com/science/journal/22113819",,"","","","",""
"Tékhne","1645-9911","",2012-01-01,10,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/16459911",,"","","","",""
"Taiwan Journal of Ophthalmology","2211-5056","",2011-12-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/22115056",,"","","","",""
"Taiwanese Journal of Obstetrics and Gynecology","1028-4559","",2004-03-01,43,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10284559",,"","","","",""
"Talanta","0039-9140","",1958-07-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/00399140",,"","","","",""
"TARGETS","1477-3627","",2002-07-01,1,1,2003-12-01,2,6,"http://www.sciencedirect.com/science/journal/14773627",,"","","","Now:Drug Discovery Today:TARGETS ",""
"Teaching and Learning in Nursing","1557-3087","",2006-06-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/15573087",,"","","","",""
"Teaching and Teacher Education","0742-051X","",1985-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/0742051X",,"","","","",""
"Technical Tips Online","1366-2120","",1996-01-01,1,1,2002-01-01,7,1,"http://www.sciencedirect.com/science/journal/13662120",,"","","","Ceased:2003  ",""
"Techniques in Gastrointestinal Endoscopy","1096-2883","",1999-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10962883",,"","","","",""
"Techniques in Regional Anesthesia and Pain Management","1084-208X","",1997-01-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/1084208X",,"","","","",""
"Techniques in Vascular and Interventional Radiology","1089-2516","",1998-03-01,1,1,2013-12-31,,,"http://www.sciencedirect.com/science/journal/10892516",,"","","","",""
